property_name	address	area	city	province	state	country	latitude	longitude	property_type	hotel_brand	hotel_star_rating	hotel_facilities	number_of_hotel_facilities	room_type	room_count	room_facilities	number_of_room_facilities	point_of_interest	number_of_POIs	image_count	positive_reviews_count	critical_reviews_count	guest_recommendation	site_review_count	site_review_rating	site_stay_service_quality_review_rating	site_stay_amenities_review_rating	site_stay_food_review_rating	site_stay_value_review_rating	site_stay_location_review_rating	site_stay_cleanliness_review_rating	uniq_id
Deventure Hotel Chail	Kandaghat-Chail Road, 1km before Chail,	Village Mihani	Chail	Chail	Himachal Pradesh	India	30.9686366	77.1965012	Hotel	null	3	Doctor on Call|Laundry Service Available|Lobby|Parking Facilities Available|Multi Cuisine Restaurant |Welcome Drinks|Dance Performances (on demand)|Conference Facility |Extra Person / Child - Share the same room|Newspapers In Lobby|Family Room|RO Water Purification System|Outdoor Parking - Secured|Parking Facility|Room Service	15	Deluxe Room Without View	23	Room Service |Housekeeping|Breakfast Available|TV	4	Village Mihani|Siddh Baba ka Mandir|Chail Wildlife Sanctuary	3	10	72	6	83	78	4.3	4.3	4.2	4.3	4.3	4.5	4.4	49b9e44dab7484b9101befcdd53f1fe3
Dragonfly Apartment	Flat No. 701, 7th floor of Chitrakoot CHS Ltd, situated at J. B. Nagar, Andheri (E), Mumbai 400 059	Mumbai Airport	Mumbai	Mumbai	Maharashtra	India	19.11100634	72.86704596	Service Apartment	null	3	Doctor on Call|Dry Cleaning|Laundry Service Available|Lift / Elevator|Front Desk|Locker Facility|24 Hour Front Desk|Luggage Storage|Newspapers In Lobby|Outdoor Parking - Secured|Room Service|First-Aid Kit at Front Desk	12	Deluxe Master Bedroom	7	Room Service |Air Conditioning |Alarm Clock|Basic Bathroom Amenities|Ceiling Fan|Crockery / Cutlery|Hairdryer (on request)|Iron / Ironing board available|Tea Coffee Kettle / Maker|Full Kitchen|Kitchenette|Microwave Oven Available |Internet Connection In Room|Refrigerator|Toaster|Newspapers|Mineral Water| Hot / Cold Running Water|Housekeeping|Desk in Room|Breakfast Available|Toiletries|Window Opens|Makeup / Shaving Mirror|Premium Amenities / Toiletries|Shaving Kit /Dental Kit|Moisturiser|Wardrobe|Split A.C's|TV|Mirror|Work Station|Luggage Rack|Attached Bathroom|Bedside Table|Daily Room Cleaning|In-room Storage Space|Sufficient Lighting	38	Chhatrapati Shivaji International Airport|Andheri|Vile Parle Railway Station|Chandivali Studio|Marol Naka|Garware Hosue	6	25	6	4	70	10	3.7	3.6	3.5	4.4	3.8	4.1	4.7	c6a4f7ef36fed5bd0a68f2ae0d59fbeb
fazar residency	BUILDING NO.6, OPP:- B1 BLOCK, HAZRAT NIZAMUDDIN WEST, NEW DELHI -110013	Others	Delhi	Delhi	Delhi	India	28.589228	77.246286	Hotel	null	0	Internet Access - Surcharge|Laundry Service Available|Parking Facilities Available|Room Service (24 Hours)|Room Service	5	Standard Room	10		0	Others|Pragati Maidan|Mandi House|Vigyan Bhawan|Sarai Kale Khan Bus Terminus|Delhi High Court|Hazrat Nizammudin Railway Station|Humayuns Tomb|Delhi Zoo|India Gate|Lodhi Gardens|Old Fort|Jawaharlal Nehru Stadium|Major Dhyan Chand National Stadium|Khan Market	15	3	0	0	0	0	0	0	0	0	0	0	0	eaf1e1c6bdd59a28ce401a4b530d56ac
Emerald County Resort  &amp; Club	Emerald County Resorts and Clubs, Near Somatne, Pioneer Hospital, Talegaon Dhabade	Pimpri Chinchwad	Pune	Pune	Maharashtra	India	18.70779889	73.68212116	Resort	null	4		0	Classic	35	Room Service |Air Conditioning |Cable / Satellite / Pay TV available|Hairdryer (on request)|Tea Coffee Kettle / Maker|Mini bar - On Charge |Desk in Room|Makeup / Shaving Mirror|Coffee Table|Wardrobe|HD / LCD Satellite TV |TV|Mini Refrigerator	13	Pimpri Chinchwad	1	5	2	0	50	2	4.5	4.5	4	5	4.5	5	4	c14ed4f6ba21804b88e55146ff6d8966
Dew Drops Farm Resorts	Kallar Anakkulam Road, Kurishupara, Munnar	Mankulam Road	Munnar	Munnar	Kerala	India	10.04579246	76.95989164	Resort	null	0	Bowling|Laundry Service Available|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Solarium|24 Hour Front Desk|Doorman|Welcome Drinks|Power Backup|Gardens|Multi Lingual Staff|Suitable For Children|Coffee Shop / Cafe|Kitchen available (home cook food on request)|Cell Phone Rental|Safari|Nature Walk|Veranda| Bike on Rent|Veg / Non Veg Kitchens Separate |Shopping Drop Facility (on fixed timings)|Vegetarian Food / Jain Food Available|Car Rental|City Shuttle Service|Campfire / Bon Fire|Food Facility|Newspapers In Lobby|Children's Park|Postal / Parcel Services|Room Service (24 Hours)| Cook Services|Spa Services Onsite - Free|Air / Rail Booking|Guide / Sightseeing Service|Internet / Fax (Reception area only)|Outdoor Parking - Secured|Parking Facility|Restaurant|Room Service|Fishing|Full Time Operation for All 7 Days|Hotel Trading License|Public Restrooms|Security at All Hotel Entrances|Speciality Restaurant |Suites	48	Deluxe Room	9	Room Service |Alarm Clock|Balcony / Terrace|Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ensuite / Private Bathroom|Hairdryer (on request)|Iron / Ironing board available|Tea Coffee Kettle / Maker|Mini bar - On Charge |Internet Connection In Room|Telephone|Newspapers|Reading Lamps|Shower Caps Available|Mineral Water|Shoe Shine| Hot / Cold Running Water|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Breakfast Available|Window Opens|Makeup / Shaving Mirror|Slippers|Shaving Kit /Dental Kit|Moisturiser|Handheld Showers|Safe - In - Room |Fruit Basket|Safe (on request)|Hill View from all Rooms|Coffee Table|HD / LCD Satellite TV |Pillow menu|Snacks / Beverage|International Switch Plugs (on request)|Private Garden|TV|Mirror|Custom Duvets / Linen|Gas Cylinder - Chargeable|Induction Plate|Dressing Area|Luggage Rack|Attached Bathroom|Closet|Clothes Hook in Bathroom|Complete Bedding|Curtains/Shades|Daily Room Cleaning|Do-Not-Disturb Notice|Extra Toilteries on Demand|Ice Bucket on Demand|In-room Storage Space|In-Room Safe|Modern Toilet Facilities|Phone Messaging Services|Room with Window/Ventilation|Rooms with Attached Bathrooms|Sanitary Bin|Sufficient Lighting|Western Toilet Seat	63	Mankulam Road	1	17	0	0	0	0	0	0	0	0	0	0	0	d6a51e61994dffa8dfde9d64642fa916
Edesia	B-1/55 F, Vineet Khand, Next to Mr. Brown Bakery. Gomtinagar, Lucknow.	Gomti Nagar	Lucknow	Lucknow	Uttar Pradesh	India	26.8532093	81.0176685	Hotel	null	3	Banquet Facilities|Bar / Lounge |Business Center |Doctor on Call|Dry Cleaning|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Lobby|Non Smoking Rooms|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Major Credit Cards Accepted|24 Hour Front Desk|Air-Conditioning - Central|Power Backup|Conference Facility |Veranda|Internet Access Free|Room Service (24 Hours)|Party hall|Internet / Fax (Reception area only)|Outdoor Parking - Secured|Parking Facility	25	Deluxe Room A/C	11	Room Service |Air Conditioning |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan|Telephone|Housekeeping|Toiletries|Premium Amenities / Toiletries|HD / LCD Satellite TV |TV|Mirror|Luggage Rack	13	Gomti Nagar|Local-Malhaur|Sahara Hospital|Dr Ram Manhor Lohiya Hospital|Bhim Rao Ambedkar Stadium|Shahid Path	6	14	22	15	72	37	3.2	2.8	3	3	3	3.5	3	f76fa975cdc5cc2277dee4cd85fade2f
Fortune Select JP Cosmos(Unit of MICHPL)	No 49, Cunningham Crescent Road, Behind Sigma Mall	City Center - MG Road / Near	Bangalore	Bangalore	Karnataka	India	12.98932851	77.59518283	Hotel	Fortune Hotels	5	Swimming Pool|Airport Transfer Available / Surcharge|Babysitting/ Child Care (surcharge)|Banquet Facilities|Beauty Salon - on charge|Business Center |Concierge|Currency Exchange|Disabled Friendly Facilities |Doctor on Call|Health Club / Gym Facility Available|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Lobby|Non Smoking Rooms|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Secretarial Services|Spa On Site - Chargeable|Local Tour / Travel Desk|Valet service|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Doorman|Air-Conditioning - Central|Power Backup|Express Check-In / Check-Out|Audio - Visual Equipment|Wake-up Call / Service|Sauna|Coffee Shop / Cafe|Conference Facility |Smoking Rooms|Fax Machine|Electronic / Magnetic Keys|Wheelchair Accessibility - Room|Massage Services |Poolside Bar|Smoking Area |Express Laundry|Board Room|Newspapers In Lobby|Room Service (24 Hours)|STD / ISD|Baggage Room|Adjoining Rooms|Parking Facility	51	Standard  Room	130	Room Service |Air Conditioning |Alarm Clock|Cable / Satellite / Pay TV available|Video/ DVD/ CD Player Available|Hairdryer (on request)|Iron / Ironing board available|Tea Coffee Kettle / Maker|Mini bar - On Charge |Internet Connection In Room|Telephone|Shower Facility Available|Newspapers|Reading Lamps|Shower Caps Available|Mineral Water| Hot / Cold Running Water|Housekeeping|Desk in Room|Toiletries|Makeup / Shaving Mirror|Climate Control|Slippers|Premium Amenities / Toiletries|Shaving Kit /Dental Kit|Moisturiser|Blackout Drapes|Safe - In - Room |Fruit Basket|Cribs Available|Safe (on request)|Coffee Table|Wardrobe|HD / LCD Satellite TV |Sofa Table / Extra Seats |TV|Bathrobes|Rollaway Beds|Channel Music|Mirror|Electronic Weighing Machine|Work Station|Stationery Kit|Luggage Rack|Attached Bathroom	45		0	15	53	7	71	60	3.7	3.8	3.8	3.8	3.8	4	3.7	8934ddbad18450c589ec835c5cfb0587
Forest village holiday homes	Bamanpada,rudana,khanvel	Khanvel	Silvassa	Silvassa	Dadra and Nagar Haveli	India	20.2762659	73.0083061	Resort	null	0	Swimming Pool|Doctor on Call|Laundry Service Available|Local Tour / Travel Desk|24 Hour Front Desk|Air-Conditioning - Central|Jacuzzi|Pick Up and Drop (Rly Station, Bus Stand, Temple)|Vegetarian Food / Jain Food Available|Food Facility|Room Service (24 Hours)|Internet / Fax (Reception area only)|Parking Facility	13	Villas	6	Room Service |Ceiling Fan|Ensuite / Private Bathroom| Hot / Cold Running Water|Housekeeping|Separate Bathtubs And Shower|Private Garden|TV|Attached Bathroom	9	Khanvel|Lion Safari Wildlife Park|Hirwa Van Gardens|Lady of Piety Church	4	13	15	0	100	15	4.4	4	4.4	2.9	4.2	4.5	3.9	6ad33922f97f686b84220fd8d97a3687
Fortune Park Centre Point	2, Inner Circle Road, Bistupur, Jamshedpur,	Bistupur	Jamshedpur	Jamshedpur	Jharkhand	India	22.799517	86.1737346	Hotel	Fortune Hotels	4	Airport Transfer Available / Surcharge|Business Center |Currency Exchange|Doctor on Call|Dry Cleaning|Health Club / Gym Facility Available|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Front Desk|Multi Cuisine Restaurant |Non Smoking Hotel	12	Standard Room	40	Air Conditioning |Alarm Clock|Balcony / Terrace|Bathrobe (on request) |Basic Bathroom Amenities|Video/ DVD/ CD Player Available|Clothes Dryer|Ensuite / Private Bathroom|Hairdryer (on request)|Heating Facility (on request) |Iron / Ironing board available|Tea Coffee Kettle / Maker|Mini bar - On Charge |Telephone	14	Keenan Stadium|Sonari Airport|Bistupur|Tata Steel Zoological Park|Russi Modi Centre of Excellence|Bhuvaneshwari Temple	6	19	5	1	66	6	3.7	3.7	3.7	4.2	3.7	4.4	4.2	0a616f61a889de5c8a89aa220db8b710
Estrela Do Mar Beach Resort - A Beach Property	Estrela Do Mar Beach Resort  Khobra Vaddo Baga Calangute   Goa   403516	Calangute Area	Goa	Goa	Goa	India	15.55119039	73.75533777	Resort	null	4	Swimming Pool|Airport Transfer Available / Surcharge|Bar / Lounge |Doctor on Call|Dry Cleaning|Games Zone|Internet Access - Surcharge|Laundry Service Available|Library|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Power Backup|Multi Lingual Staff|Wake-up Call / Service|Car Rental|Express Laundry|Kids Play Zone|Room Service (24 Hours)|Guide / Sightseeing Service|Outdoor Parking - Secured|Internet Access	26	Executive Room	131	Air Conditioning |Balcony / Terrace|Cable / Satellite / Pay TV available|Ceiling Fan|Hairdryer (on request)|Iron / Ironing board available|Tea Coffee Kettle / Maker|Mini bar - On Charge |Shower Caps Available| Hot / Cold Running Water|Extra Bed, Towels, Linens, Bedding (on request)|Moisturiser|Safe - In - Room |Wardrobe|Mini Refrigerator|Attached Bathroom	16	Dabolim Airport|Souza Lobo Restaurant|Club Cabana|Baga Beach|Thivim Railway Station|Candolim Beach|Railway Station|Calangute beach |Sinquerim Beach|Fort Aguada|Anjuna Beach|Panjim City|Tito's|Tibetan Market|Mapusa Market|Saturday Night Market|Cobravaddo Chapel|Margoa Beach|Wednesday Flea Market|Old Goa - Francis Xavier Church|Calangute Beach|Calangute Area|Titos lane, baga|Calangute Bus Stand|North Goa	25	47	1806	287	79	2094	4.1	4	4	4.2	4.1	4.4	4.1	e910d42ce6bfafe65321f20a00f9604b
DEVANGI ATITHYA HOMESTAY	Devangi Post, Thirthahalli Taluk,Shimoga District, Karnataka - 577 415	B H Road	Shimoga	Shimoga	Karnataka	India	13.9299299	75.568101	Homestay	null	0	Parking Facilities Available|Front Desk	2	DELUXE ROOM	4	Room Service |Basic Bathroom Amenities|Telephone| Hot / Cold Running Water|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Toiletries	8	Mandagadde Bird Sanctuary|B H Road|Kodachadri Hill|Jog Falls|Shivappanaika Palace Museum	5	2	0	0	0	0	0	0	0	0	0	0	0	a420426f7fc74aa904f910987427dca2
Emarald Wild West Wayanad	Near sale tax check post, Muthanga, Sulthan Bathery, Wayanad	Sulthan Bathery	Wayanad	Wayanad	Kerala	India	11.66214786	76.35571497	Resort	null	3	Banquet Facilities|Barbecue Area|Games Zone|Parking Facilities Available|Pets Allowed|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|Hookah Lounge|Major Credit Cards Accepted|Welcome Drinks|Power Backup|Gardens|Multi Lingual Staff|Wake-up Call / Service|Suitable For Children|Coffee Shop / Cafe|Fire Place Available |Safari|Boating|Nature Walk|Veg / Non Veg Kitchens Separate |Vegetarian Food / Jain Food Available|Kids Play Zone|Taxi Services|Badminttion Court|Campfire / Bon Fire|Food Facility| Drivers Rest Room|Newspapers In Lobby|Children's Park|Family Room|Guide / Sightseeing Service|Internet / Fax (Reception area only)|Adjoining Rooms|Outdoor Parking - Secured|Parking Facility	37	2 Bedroom Cottage	13	Room Service |Balcony / Terrace|Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan|Internet Connection In Room|Telephone|Shower Facility Available|Mineral Water|Premium Beddings / Hypo-Allergenic | Hot / Cold Running Water|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Breakfast Available|Toiletries|Window Opens|Makeup / Shaving Mirror|Premium Amenities / Toiletries|Moisturiser|Handheld Showers|Coffee Table|HD / LCD Satellite TV |Soundproof Windows|TV|Mirror|Luxurious Feather Mattresses|Luggage Rack|Attached Bathroom	29	Sulthan Bathery	1	31	27	3	90	30	3.9	4	3.5	4.5	4.1	4.4	4	66d9ac94348fd95757a0cf47f1b8b434
Fraddie Guest House	H.No. 6/34B Khobrawado, Calangute Goa	Calangute Area	Goa	Goa	Goa	India	15.55134891	73.7550957	Guest House	null	0	Doctor on Call|Car Rental|Room Service (24 Hours)	3	Standard A/C Room	2	Air Conditioning |Balcony / Terrace|Cable / Satellite / Pay TV available|Ceiling Fan|Ensuite / Private Bathroom|Refrigerator| Hot / Cold Running Water|Wardrobe	8	Calangute Beach|Calangute Area|Baga Beach|Titos lane, baga|Calangute Bus Stand|North Goa	6	6	15	3	72	18	3.9	3.8	3.7	4.3	3.9	4.1	4.4	248968fef8c0f8fd3a085f03c64a8685
Dynasty Resort, Khurpatal	Khurpatal, Nainital (West), on Kaladungi Road, Nainital , 10 Kms From Nainital.	Mallital	Nainital	Nainital	Uttarakhand	India	29.36989802	79.42807079	Resort	null	3	Banquet Facilities|Beauty Salon - on charge|Billiards|Business Center |Doctor on Call|Games Zone|Health Club / Gym Facility Available|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|Major Credit Cards Accepted|Power Backup|Conference Facility |Internet Access Free|Children's Park|Room Service (24 Hours)|Spa Services Onsite - Free|Outdoor Parking - Secured|Parking Facility|Speciality Restaurant |Suites	25	Deluxe Room	17	Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ensuite / Private Bathroom|Tea Coffee Kettle / Maker|Refrigerator|Telephone|Safe - In - Room	7	Corbett National Park|Kilbury|Naina Peak|Naini Lake|Mall Road|Tiffin Top|Naukuchiya Tal|Kasauni Town|Kumaon Hills|Zoo|Mallital|China Peak	12	26	5	3	62	8	3.4	3.5	2.9	3.3	3	3.3	3.3	a197833785f55dba568e3501dfd3fba0
Executive Comfort (Guindy)	5/2, North Mada Street,Srinagar Colony, Saidapet,	Guindy	Chennai	Chennai	Tamil Nadu	India	13.0145899	80.22991899	Guest House	Executive Comfort Group of Hotels	0	Laundry Service Available|Parking Facilities Available|Front Desk|24 Hour Front Desk|Power Backup|Gardens|Kitchen available (home cook food on request)|Smoking Area |Internet Access Free|Newspapers In Lobby|Family Room|Room Service (24 Hours)|Parking Facility	13	Deluxe Room	12	Air Conditioning |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Housekeeping|Safe - In - Room	5	Guindy National Park|US Consulate|Mauritius Consulate|Madras Race Club|Guindy|Anna University|e-con Systems India Private Limited|Phillipines Embassy|Kotturpuram Railway Station|Guindy Railway Station|Gandhi Mandapam|Chennai International Airport	12	10	8	1	77	9	4.1	4.2	4	4.5	4.1	4.3	5	f0df1726ada27ad118d33de9b30625ed
FabHotel Blossoms Pune Airport	Plot No 96,Sakore Nagar,Near Axis Bank, opposite Union Bank Of India, Viman nagar Pune	Viman Nagar	Pune	Pune	Maharashtra	India	18.5617616	73.9077983	Hotel	FabHotels	3	Doctor on Call|Dry Cleaning|Laundry Service Available|Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Medical Assistance Available|Air-Conditioning - Central|Power Backup|Wake-up Call / Service|Fax Machine|Vegetarian Food / Jain Food Available|Extra Person / Child - Share the same room|Express Laundry|Water Dispenser Available|Food Facility|Newspapers In Lobby|Room Service (24 Hours)|Baggage Room|Parking Facility	25	Deluxe Room with free Wifi	48	Room Service |Air Conditioning |Ceiling Fan|Internet Connection In Room|Shower Facility Available|Housekeeping|Extra Bed, Towels, Linens, Bedding (on request)|Breakfast Available|Window Opens|Makeup / Shaving Mirror|Safe - In - Room |HD / LCD Satellite TV |Private Garden|Soundproof Windows|TV|Luggage Rack|Attached Bathroom|Complete Bedding|Curtains/Shades|Daily Room Cleaning|Do-Not-Disturb Notice|Dustbins|In-room Storage Space|In-Room Safe|Phone Messaging Services|Room Door Fitted with Lock and Key|Room with Window/Ventilation|Rooms with Attached Bathrooms	28	Viman Nagar|Poona Club Golf Course|Pune Airport	3	26	139	42	79	181	3.8	3.6	3.6	3.4	3.9	4	3.9	858832b13d3ae9ee67c8e9d36d01ecd2
Dhuri Homestay	A/P - Math, Near Bowlekar Cashew Factory,Tal- Vengurla Dist - Sindhudurg Maharashtra	Near Bowlekar Cashew Factory,Tal- Vengurl	Sindhudurg	Sindhudurg	Maharashtra	India	15.8514136	73.6389038	Homestay	null	0	Doctor on Call|Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|Suitable For Children|Veranda|Taxi Services|Newspapers In Lobby|Room Service|Fire Safety|Anti-Slip Ramps|Fire Exit Signs	13	Deluxe Room	2	Room Service |Alarm Clock|Basic Bathroom Amenities|Newspapers|Housekeeping|Window Opens|Makeup / Shaving Mirror|Shaving Kit /Dental Kit|Moisturiser|TV|Mirror|Attached Bathroom|Dustbins|Modern Toilet Facilities|Rooms with Attached Bathrooms|Sufficient Lighting|Western Toilet Seat	17	Near Bowlekar Cashew Factory,Tal- Vengurl	1	9	0	0	0	0	0	0	0	0	0	0	0	013fc3e6ac8bee9f7ad334085e16afe2
Elysium Resorts	Village Yesde, Revdanda Roha Road (2.5 kms ahead Of Birla Mandir, 6Km Ahead Of Revdanda Beach)	Revdanda	Alibaug	Alibaug	Maharashtra	India	18.49898234	72.96206519	Resort	null	3	Swimming Pool|Billiards|Doctor on Call|Games Zone|Laundry Service Available|Library|Parking Facilities Available|Multi Cuisine Restaurant |Spa On Site - Chargeable|Table Tennis|Local Tour / Travel Desk|Major Credit Cards Accepted|Welcome Drinks|Power Backup|Gardens|Wedding Services Facility|Suitable For Children|Massage Services |Pick Up and Drop (Rly Station, Bus Stand, Temple)| Bike on Rent|Veg / Non Veg Kitchens Separate |Vegetarian Food / Jain Food Available|Car Rental|Kids Play Zone|Badminttion Court| Drivers Rest Room|Newspapers In Lobby|Family Room|Party hall|Internet / Fax (Reception area only)|RO Water Purification System|Outdoor Parking - Secured|Parking Facility|Restaurant|Room Service|Ayurvedic Facilities |CCTV|First-Aid Kit at Front Desk|Public Restrooms|Security at All Hotel Entrances|Suites	41	Deluxe Room	20	Air Conditioning |Alarm Clock|Cable / Satellite / Pay TV available|Ensuite / Private Bathroom| Hot / Cold Running Water	5	Kolaba Fort|Airport|Revdanda Port|Revdanda	4	36	62	8	80	70	4	4	4	3.7	4	3.5	3.9	e4a30814959315656d951396ca9fbdad
Dwarika Residency Shelapani	V-po Mandhol Tehs Jubbal Distt Shimla 12 Km from Kharapathar	Kharapathar	Kharapathar	Kharapathar	Himachal Pradesh	India	31.14259654	77.70039155	Bungalow	null	0	Swimming Pool|Bar / Lounge |Barbecue Area|Internet Access - Surcharge|Laundry Service Available|Parking Facilities Available|Locker Facility|Table Tennis|Hookah Lounge|24 Hour Front Desk|Doorman|Medical Assistance Available|Welcome Drinks|Power Backup|Gardens|Dance Performances (on demand)|Catering|Suitable For Children|Grocery|Coffee Shop / Cafe|Kitchen available (home cook food on request)|Massage Services |Poolside Bar|Skiing Facility Available|Nature Walk|Veranda|Open Air Restaurant / Dining |Veg / Non Veg Kitchens Separate |Horse Ride ( Chargeable ) |Shopping Drop Facility (on fixed timings)|In House Events |Vegetarian Food / Jain Food Available|Car Rental|Badminttion Court|Pool Cafe|Karaoke |Campfire / Bon Fire|Food Facility|Children's Park|Postal / Parcel Services|Room Service (24 Hours)| Cook Services|Air / Rail Booking|Guide / Sightseeing Service|Outdoor Parking - Secured|Parking Facility|Restaurant|Room Service|Fishing|Full Time Operation for All 7 Days|Porter Services Available|Public Restrooms|Security at All Hotel Entrances|Speciality Restaurant |Suites	55	Wooden Deluxe Room	5	Room Service |Air Conditioning |Basic Bathroom Amenities|Ensuite / Private Bathroom|Breakfast Available|Daily Room Cleaning|Sufficient Lighting	7	Kharapathar	1	18	1	0	100	1	5	5	5	5	5	5	5	0702469515f6a467b38441a9c18dc189
Diana Hotel	Diana Restaurant and Hotels ,UDUPI Private Limited Jodukatte Ajjarkad	Diana Restaurant And Hotels ,Udupi Private Limited Jodukatte Ajjarkad	Udupi	Udupi	Karnataka	India	13.3371151	74.746596	Hotel	null	0	Doctor on Call|Parking Facilities Available|Front Desk|Room Service	4	deluxe room	12	Room Service |Basic Bathroom Amenities|Ceiling Fan|Telephone	4	Diana Restaurant And Hotels ,Udupi Private Limited Jodukatte Ajjarkad|Anantheshwar Temple	2	7	0	0	0	0	0	0	0	0	0	0	0	e0333fcd3c6cf13c5a3666ace8c87f62
Dhamma Guest House	Kalachakra maidan Rd, Bodhgaya, Bihar	Maha Bodhi Temple Area	Bodh Gaya	Bodh Gaya	Bihar	India	24.6979959	84.9886402	Guest House	null	0		0	Four Bed Room	8	Room Service	1	Shaivite Monastery|Mahabodhi Temple|Bodhi Tree|Maha Bodhi Temple Area|Tibetan Monastery|Bodhgaya Archaeological Museum	6	7	0	0	0	0	0	0	0	0	0	0	0	189e97aae2daf0f3b32b96875ee03ad8
Devikripa Homestay	T.C. 68/1951, Pachalloor P.O., Kovalam Thiruvananthapuram Kerala, India	Kovalam Po	Thiruvananthapuram	Thiruvananthapuram	Kerala	India	8.4266349	76.9614255	Homestay	null	0	Doctor on Call|Laundry Service Available|Library|Guide / Sightseeing Service|Internet Access	5	Deluxe Villa Room	1	Room Service |Balcony / Terrace|Basic Bathroom Amenities|Kitchenette	4	Kovalam Po|Trivandrum International Airport	2	8	0	0	0	0	0	0	0	0	0	0	0	de95326eb14823853ddee03922cc4f52
Emarald Ayurveda Resort (45 Mints From Calicut Airport)	Perintalmanna,Pulamanthole (Po),Malappuram District	Perinthalmanna	Malappuram	Malappuram	Kerala	India	10.9834249	76.2208867	Resort	null	3	Doctor on Call|Health Club / Gym Facility Available|Internet Access - Surcharge|Room Service |Conference Facility	5	Deluxe Room	30	Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Telephone| Hot / Cold Running Water	4	Perinthalmanna	1	9	4	1	80	5	3.4	3.8	3.5	5	3.5	4	5	6e9553a61459556202095f58f236b0b2
Dreams Palm Beach Resort	Dreams Palm Beach Resort, Umtta Vaddo, Near Calangute Beach, Bardez	Calangute Area	Goa	Goa	Goa	India	15.54499213	73.75765989	Hotel	null	2	Airport Transfer Available / Surcharge|Doctor on Call|Internet Access - Surcharge|Laundry Service Available|Local Tour / Travel Desk|Luggage Storage|Power Backup|Pick Up and Drop (Rly Station, Bus Stand, Temple)|Extra Person / Child - Share the same room|Village Visit ( Chargeable )|Car Rental|Taxi Services|Food Facility|Room Service (24 Hours)|Parking (Surcharge)|Guide / Sightseeing Service|Parking Facility|Internet Access|Room Service|CCTV|First-Aid Kit at Front Desk|Full Time Operation for All 7 Days|Paid Transfers	23	SUPER DELUXE ROOM	15	Room Service |Air Conditioning |Alarm Clock|Basic Bathroom Amenities|Ceiling Fan| Hot / Cold Running Water|Housekeeping|Attached Bathroom	8	Calangute Beach|Calangute Area|Baga Beach|Titos lane, baga|Calangute Bus Stand|North Goa	6	17	99	47	73	146	3.5	3.5	3.4	3.1	3.7	4	3.4	0381d945084df67e6152d7b9a66d35a5
Gabadi River Edge Resort	KT Krupal,  Sri Manjunatha Rice Mills,  Gabadi, Tudur Post,  Thirthalli Taluk,Shimoga District	Thirthahalli Taluk	Shimoga	Shimoga	Karnataka	India	13.9299299	75.568101	Resort	null	0	Parking Facilities Available|Taxi Services|Food Facility	3	Standard Room(Non-AC)	3	Basic Bathroom Amenities|Ceiling Fan	2	Thirthahalli Taluk|Mandagadde Bird Sanctuary|Jog Falls|Kodachadri Hill|Shivappanaika Palace Museum	5	3	0	0	0	0	0	0	0	0	0	0	0	e32c118b28111ef8d767b53ab407f8d6
